month,year,day_of_year,revisit_gap_hours
11,2023,329,0.0
11,2023,334,120.005
11,2023,334,0.0
11,2023,334,0.0
12,2023,339,120.00333333333332
12,2023,339,0.0
12,2023,339,0.0
12,2023,339,0.0
12,2023,344,120.005
12,2023,344,0.0
12,2023,344,0.0
12,2023,349,120.00055555555556
12,2023,349,0.0
12,2023,354,120.00222222222222
12,2023,354,0.0
12,2023,359,120.00055555555556
12,2023,359,0.0
12,2023,364,119.99944444444444
12,2023,364,0.0
1,2024,4,119.995
1,2024,4,0.0
1,2024,9,119.99944444444444
1,2024,9,0.0
1,2024,14,119.995
1,2024,14,0.0
1,2024,19,119.99666666666668
1,2024,19,0.0
1,2024,24,119.99222222222222
1,2024,24,0.0
1,2024,29,119.99388888888888
1,2024,29,0.0
2,2024,34,119.99222222222222
2,2024,34,0.0
2,2024,39,119.99388888888888
2,2024,39,0.0
2,2024,44,119.98944444444444
2,2024,44,0.0
2,2024,49,119.99111111111112
2,2024,49,0.0
2,2024,54,119.99222222222222
2,2024,54,0.0
2,2024,59,119.97444444444444
2,2024,59,0.0
3,2024,64,120.00611111111112
3,2024,64,0.0
3,2024,69,119.97166666666666
3,2024,69,0.0
3,2024,74,120.00888888888888
3,2024,74,0.0
3,2024,79,119.97166666666666
3,2024,79,0.0
3,2024,84,120.00611111111112
3,2024,84,0.0
3,2024,89,119.98555555555556
3,2024,89,0.0
4,2024,94,120.00055555555556
