cloud_cover,month,year,day_of_year,revisit_gap_hours
95.131281,9,2018,255,0.0
24.301942,9,2018,260,120.00777777777778
18.490033,9,2018,260,0.0
79.360632,9,2018,265,120.01166666666668
54.263503,9,2018,265,0.0
0.115907,9,2018,270,120.00777777777778
0.235915,9,2018,270,0.0
17.030127,10,2018,275,120.01166666666668
17.037216,10,2018,275,0.0
99.145778,10,2018,280,120.00777777777778
88.20443,10,2018,280,0.0
94.370256,10,2018,285,120.01166666666668
91.351786,10,2018,285,0.0
94.153169,10,2018,290,120.00777777777778
90.76178,10,2018,290,0.0
93.674465,10,2018,295,120.00888888888888
95.139962,10,2018,295,0.0
0.319737,10,2018,300,120.01055555555556
0.109273,10,2018,300,0.0
49.667141,11,2018,305,120.00611111111112
94.261443,11,2018,305,0.0
1.308991,11,2018,310,120.00777777777778
25.109594,11,2018,310,0.0
95.958805,11,2018,315,120.00611111111112
98.131828,11,2018,315,0.0
0.096178,11,2018,320,120.00777777777778
0.167594,11,2018,320,0.0
20.679485,11,2018,325,120.00611111111112
12.756365,11,2018,325,0.0
0.176692,11,2018,330,120.005
0.168458,11,2018,330,0.0
15.110458,12,2018,335,120.00333333333332
49.900143,12,2018,335,0.0
99.958447,12,2018,340,120.005
99.688675,12,2018,340,0.0
95.30355,12,2018,345,120.00055555555556
65.752991,12,2018,345,0.0
99.413478,12,2018,350,120.00222222222222
99.998505,12,2018,350,0.0
5.249419,12,2018,355,120.00055555555556
3.530594,12,2018,355,0.0
98.70425,12,2018,360,120.00222222222222
99.958399,12,2018,360,0.0
94.764141,12,2018,365,119.99777777777778
66.440038,12,2018,365,0.0
0.128332,1,2019,5,119.99666666666668
1.503796,1,2019,5,0.0
98.999941,1,2019,10,119.99777777777778
99.431068,1,2019,10,0.0
77.289161,1,2019,15,119.99666666666668
21.621936,1,2019,15,0.0
99.986666,1,2019,20,119.995
99.859802,1,2019,20,0.0
